76
100,6,91,53,45,51,48,100
23,54,21,29,9,9,41,60
83,75,29,70,36,68,22,96
98,55,40,97,12,83,79,16
14,46,93,1,14,25,81,28
42,80,92,71,13,30,89,50
11,60,68,42,21,53,2,24
100,51,30,98,45,66,64,100
